   -72.0         X  1.034130e-04  1.010630e-04  9.876740e-05  9.652400e-05  9.433200e-05    104.720000     98.271300    92.456400    87.205900    82.436800    78.081900    74.086100    70.404200    66.998500    63.837700    60.895000    58.147800    55.576700    53.165100    50.898500   -57.182600   -55.751300   -55.046000   -53.902700   -52.366300   -50.494100   -48.162900   -45.316800   -41.974500   -38.095700   -33.776000   -29.122800   -24.294800   -19.503400  -14.951500  -10.823400   -7.313340   -4.540640  -2.533580  -1.234190  -0.512378 -0.037220 -6.829550e-04 -9.081730e-05
   -70.0         X  1.023170e-04  9.999070e-05  9.771790e-05  9.549720e-05  9.332720e-05    105.788000     99.243000    93.343200    88.018100    83.182900    78.769000    74.720500    70.991200    67.542800    64.343100    61.365000    58.585600    55.985000    53.546300    51.254700   -57.938600   -56.482800   -55.765400   -54.602700   -53.040300   -51.136700   -48.766700   -45.873900   -42.477600   -38.537700   -34.151900   -29.430300   -24.534800   -19.680600  -15.073600  -10.900400   -7.356450   -4.561080  -2.540940  -1.235550  -0.511935 -0.037023 -6.765550e-04 -8.984590e-05
   -68.0         X  1.011140e-04  9.881390e-05  9.656650e-05  9.437060e-05  9.222490e-05    106.844000    100.202000    94.216500    88.816100    83.914300    79.441300    75.339900    71.563000    68.071700    64.833200    61.819900    59.008300    56.378300    53.912600    51.596200   -58.697900   -57.217100   -56.487500   -55.304900   -53.716200   -51.780500   -49.371200   -46.430900   -42.979900   -38.978000   -34.525400   -29.734800   -24.771300   -19.854200  -15.192200  -10.974200   -7.396990   -4.579620  -2.547070  -1.236200  -0.511159 -0.036795 -6.694830e-04 -8.878060e-05
   -66.0         X  9.979870e-05  9.752700e-05  9.530740e-05  9.313870e-05  9.101960e-05    107.887000    101.146000    95.074300    89.598000    84.629200    80.096700    75.942200    72.117800    68.583600    65.306300    62.257800    59.414200    56.754900    54.262500    51.921500   -59.459800   -57.953600   -57.211500   -56.008800   -54.393200   -52.425000   -49.975700   -46.987200   -43.480800   -39.416100   -34.895900   -30.035600   -25.003900   -20.023600  -15.306900  -11.044500   -7.434720   -4.596110  -2.551850  -1.236110  -0.510027 -0.036534 -6.617000e-04 -8.761590e-05
   -64.0         X  9.836430e-05  9.612370e-05  9.393450e-05  9.179560e-05  8.970560e-05    108.914000    102.073000    95.914300    90.361600    85.325500    80.733300    76.525600    72.653500    69.076500    65.760500    62.677000    59.801500    57.113300    54.594300    52.229100   -60.223500   -58.691500   -57.936700   -56.713600   -55.070600   -53.069500   -50.579500   -47.542200   -43.979500   -39.851300   -35.262800   -30.332300   -25.231800   -20.188400  -15.417200  -11.111100   -7.469380   -4.610360  -2.555190  -1.235200  -0.508514 -0.036238 -6.531660e-04 -8.634650e-05
   -62.0         X  9.680440e-05  9.459770e-05  9.244170e-05  9.033510e-05  8.827690e-05    109.923000    102.981000    96.734200    91.104700    86.000900    81.348800    77.087900    73.168200    69.548400    66.194000    63.075600    60.168600    57.451600    54.906400    52.517200   -60.988400   -59.430000   -58.662400   -57.418400   -55.747700   -53.713000   -51.181800   -48.094900   -44.475200   -40.282700   -35.625200   -30.624000   -25.454600   -20.348100  -15.522700  -11.173400   -7.500720   -4.622200  -2.556970  -1.233430  -0.506594 -0.035906 -6.438380e-04 -8.496640e-05
   -60.0         X  9.511190e-05  9.294200e-05  9.082200e-05  8.875070e-05  8.672690e-05    110.910000    103.867000    97.531600    91.824700    86.653100    81.941000    77.626800    73.659600    69.997300    66.604600    63.451700    60.513300    57.767900    55.196900    52.784000   -61.753500   -60.168400   -59.387700   -58.122600   -56.423600   -54.354900   -51.781800   -48.644600   -44.967200   -40.709600   -35.982500   -30.910000   -25.671500   -20.501900  -15.622800  -11.231200   -7.528430   -4.631440  -2.557090  -1.230740  -0.504241 -0.035534 -6.336710e-04 -8.346940e-05
   -58.0         X  9.327940e-05  9.114950e-05  8.906850e-05  8.703540e-05  8.504910e-05    111.874000    104.728000    98.303700    92.519100    87.279400    82.507300    78.139900    74.125400    70.420700    66.990000    63.802800    60.833600    58.060200    55.463700    53.027600   -62.517900   -60.905600   -60.111600   -58.825000   -57.097400   -54.994100   -52.378500   -49.190400   -45.454500   -41.131200   -36.333800   -31.189600   -25.881700   -20.649400  -15.717100  -11.283900   -7.552220   -4.637860  -2.555410  -1.227050  -0.501427 -0.035122 -6.226170e-04 -8.184910e-05
   -56.0         X  9.129910e-05  8.921240e-05  8.717380e-05  8.518200e-05  8.323620e-05    112.811000    105.562000    99.047500    93.185000    87.877100    83.045000    78.624500    74.562900    70.816200    67.347800    64.126900    61.127100    58.326100    55.704700    53.245900   -63.280500   -61.640600   -60.833000   -59.524600   -57.767900   -55.629500   -52.970900   -49.731100   -45.936000   -41.546300   -36.678100   -31.461800   -26.084600   -20.789800  -15.805000  -11.331300   -7.571750   -4.641250  -2.551800  -1.222300  -0.498119 -0.034665 -6.106270e-04 -8.009860e-05
   -54.0         X  8.916280e-05  8.712280e-05  8.512980e-05  8.318280e-05  8.128060e-05    113.717000    106.364000    99.759900    93.819300    88.443100    83.551200    79.077900    74.969400    71.181100    67.675500    64.421200    61.391500    58.563500    55.917500    53.436700   -64.040200   -62.372300   -61.551000   -60.220400   -58.434200   -56.260200   -53.557800   -50.265700   -46.410800   -41.954000   -37.014400   -31.725800   -26.279300   -20.922300  -15.885900  -11.372700   -7.586660   -4.641370  -2.546120  -1.216420  -0.494286 -0.034162 -5.976470e-04 -7.821060e-05
   -52.0         X  8.686160e-05  8.487200e-05  8.292830e-05  8.102950e-05  7.917450e-05    114.590000    107.132000   100.438000    94.418600    88.974300    84.022700    79.496900    75.342000    71.512500    67.970200    64.683100    61.624000    58.769600    56.099900    53.597500   -64.795700   -63.099300   -62.264100   -60.911000   -59.094800   -56.884700   -54.138100   -50.793000   -46.877600   -42.353100   -37.341700   -31.980600   -26.464800   -21.046200  -15.959000  -11.407600   -7.596590   -4.637970  -2.538230  -1.209320  -0.489894 -0.033609 -5.836220e-04 -7.617740e-05
   -50.0         X  8.438650e-05  8.245110e-05  8.056050e-05  7.871360e-05  7.690940e-05    115.424000    107.862000   101.077000    94.979400    89.467100    84.456100    79.878300    75.677500    71.807300    68.229000    64.909800    61.821900    58.941800    56.249000    53.725800   -65.545700   -63.820400   -62.970900   -61.595000   -59.748400   -57.501800   -54.710300   -51.311700   -47.335200   -42.742400   -37.658800   -32.224900   -26.640200   -21.160700  -16.023700  -11.435600   -7.601110   -4.630770  -2.527950  -1.200930  -0.484906 -0.033005 -5.684910e-04 -7.399100e-05
   -48.0         X  8.172760e-05  7.985060e-05  7.801710e-05  7.622610e-05  7.447650e-05    116.217000    108.549000   101.673000    95.497800    89.917800    84.847900    80.218400    75.972400    72.062300    68.448600    65.097900    61.982200    59.077100    56.362000    53.818900   -66.288500   -64.533800   -63.670000   -62.271000   -60.393600   -58.109900   -55.273000   -51.820200   -47.782000   -43.120400   -37.964300   -32.457700   -26.804300   -21.264700  -16.079200  -11.456000   -7.599810   -4.619490  -2.515120  -1.191150  -0.479282 -0.032344 -5.521930e-04 -7.164270e-05
   -46.0         X  7.887460e-05  7.706040e-05  7.528820e-05  7.355710e-05  7.186620e-05    116.964000    109.190000   102.223000    95.969600    90.322300    85.193900    80.513600    76.222900    72.273700    68.625400    65.244300    62.101400    59.172300    56.435800    53.873700   -67.022600   -65.238100   -64.359700   -62.937200   -61.028600   -58.707300   -55.824600   -52.317100   -48.216600   -43.485800   -38.256900   -32.677600   -26.956100   -21.357200  -16.124700  -11.468100   -7.592210   -4.603820  -2.499550  -1.179890  -0.472981 -0.031626 -5.346600e-04 -6.912350e-05
   -44.0         X  7.581670e-05  7.406970e-05  7.236340e-05  7.069670e-05  6.906860e-05    117.659000    109.779000   102.721000    96.390200    90.676100    85.490000    80.759500    76.425200    72.437700    68.755900    65.345200    62.176300    59.224100    56.467200    53.887000   -67.745900   -65.931200   -65.038100   -63.591800   -61.651600   -59.292400   -56.363200   -52.800500   -48.637200   -43.836900   -38.535000   -32.883300   -27.094200   -21.437300  -16.159400  -11.471300   -7.577810   -4.583420  -2.481050  -1.167050  -0.465960 -0.030844 -5.158230e-04 -6.642380e-05
   -42.0         X  7.254230e-05  7.086740e-05  6.923160e-05  6.763390e-05  6.607330e-05    118.297000    110.311000   103.163000    96.754700    90.974500    85.731600    80.951900    76.574800    72.550100    68.835800    65.396700    62.202800    59.228800    56.452600    53.855500   -68.456400   -66.611200   -65.703100   -64.232800   -62.260600   -59.863000   -56.886900   -53.268500   -49.042100   -44.171900   -38.797000   -33.073200   -27.217400   -21.503700  -16.182100  -11.464800   -7.556090   -4.557950  -2.459410  -1.152520  -0.458171 -0.029997 -4.956070e-04 -6.353340e-05
   -40.0         X  6.903910e-05  6.744150e-05  6.588120e-05  6.435730e-05  6.286900e-05    118.872000    110.780000   103.542000    97.057800    91.212500    85.913600    81.085800    76.667100    72.606400    68.860900    65.394600    62.177100    59.182400    56.388200    53.775300   -69.151900   -67.275700   -66.352500   -64.857800   -62.853300   -60.416900   -57.393600   -53.719000   -49.429100   -44.488800   -39.041000   -33.245600   -27.324100   -21.555200  -16.192000  -11.447800   -7.526460   -4.527030  -2.434400  -1.136190  -0.449565 -0.029080 -4.739330e-04 -6.044160e-05
   -38.0         X  6.529420e-05  6.377930e-05  6.229980e-05  6.085490e-05  5.944390e-05    119.378000    111.181000   103.854000    97.293800    91.384300    86.030700    81.156000    76.697200    72.601800    68.826400    65.334400    62.094600    59.080600    56.269900    53.642700   -69.829800   -67.922200   -66.983700   -65.464500   -63.427400   -60.951800   -57.880800   -54.149700   -49.796100   -44.785600   -39.265200   -33.398700   -27.412700   -21.590400  -16.187800  -11.419500   -7.488300   -4.490240  -2.405790  -1.117940  -0.440088 -0.028089 -4.507180e-04 -5.713700e-05
   -36.0         X  6.129390e-05  5.986730e-05  5.847420e-05  5.711380e-05  5.578540e-05    119.808000    111.506000   104.091000    97.456300    91.483900    86.077000    81.156900    76.659400    72.531000    68.727300    65.211000    61.950600    58.919000    56.093100    53.453100   -70.487200   -68.548100   -67.594100   -66.050100   -63.980000   -61.465000   -58.346100   -54.558200   -50.140500   -45.060000   -39.467300   -33.530700   -27.481500   -21.607800  -16.168500  -11.378900   -7.440960   -4.447160  -2.373320  -1.097620  -0.429683 -0.027019 -4.258720e-04 -5.360740e-05
   -34.0         X  5.702360e-05  5.569140e-05  5.439060e-05  5.312050e-05  5.188030e-05    120.155000    111.749000   104.246000    97.538600    91.504800    86.046200    81.082400    76.547900    72.388200    68.558000    65.019400    61.739900    58.692400    55.853200    53.202100   -71.121200   -69.150100   -68.180600   -66.611500   -64.508300   -61.953600   -58.786400   -54.941500   -50.459800   -45.309400   -39.644900   -33.639200   -27.528600   -21.605800  -16.132600  -11.325100   -7.383720   -4.397320  -2.336710  -1.075120  -0.418290 -0.025865 -3.993030e-04 -4.984000e-05
   -32.0         X  5.246770e-05  5.123630e-05  5.003410e-05  4.886030e-05  4.771430e-05    120.409000    111.901000   104.312000    97.533200    91.439900    85.931400    80.925900    76.356400    72.167300    68.312700    64.753500    61.457100    58.395600    55.545000    52.884600   -71.728200   -69.725000   -68.739800   -67.145500   -65.008800   -62.414200   -59.198600   -55.296600   -50.751000   -45.531000   -39.795500   -33.722000   -27.552000   -21.582700  -16.078800  -11.256900   -7.315800   -4.340200  -2.295680  -1.050260  -0.405845 -0.024623 -3.709090e-04 -4.582130e-05
   -30.0         X  4.761000e-05  4.648610e-05  4.538900e-05  4.431800e-05  4.327260e-05    120.563000    111.953000   104.280000    97.432200    91.281300    85.725100    80.680000    76.077800    71.861700    67.984700    64.407300    61.096100    58.022700    55.162800    52.495200   -72.304500   -70.268900   -69.267900   -67.648200   -65.478000   -62.843400   -59.579200   -55.620200   -51.010900   -45.721700   -39.916300   -33.776600   -27.549300   -21.536600  -16.005500  -11.173200   -7.236400   -4.275290  -2.249900  -1.022900  -0.392278 -0.023288 -3.405840e-04 -4.153680e-05
   -28.0         X  4.243280e-05  4.142360e-05  4.043860e-05  3.947730e-05  3.853910e-05    120.607000    111.897000   104.142000    97.226700    91.020700    85.419200    80.337100    75.704600    71.463900    67.567200    63.974000    60.650400    57.567600    54.700500    52.028000   -72.845900   -70.777600   -69.760800   -68.115700   -65.911900   -63.237100   -59.924400   -55.908400   -51.235800   -45.878300   -40.004100   -33.800100   -27.518200   -21.465300  -15.911100  -11.072800   -7.144590   -4.201990  -2.199040  -0.992864  -0.377516 -0.021852 -3.082170e-04 -3.697100e-05
   -26.0         X  3.691770e-05  3.603070e-05  3.516530e-05  3.432090e-05  3.349690e-05    120.529000    111.721000   103.887000    96.907200    90.648800    85.004900    79.888600    75.228600    70.966200    67.052400    63.446200    60.113000    57.023200    54.151700    51.476800   -73.347500   -71.246600   -70.213800   -68.543300   -66.305800   -63.591000   -60.229900   -56.157300   -51.421800   -45.997000   -40.055600   -33.789500   -27.456000   -21.366700  -15.793700  -10.954200   -7.039440   -4.119670  -2.142730  -0.959967  -0.361480 -0.020311 -2.736860e-04 -3.210780e-05
   -24.0         X  3.104480e-05  3.028810e-05  2.955000e-05  2.883010e-05  2.812800e-05    120.317000    111.415000   103.505000    96.463200    90.155600    84.472500    79.325200    74.641000    70.360000    66.432300    62.816100    59.476100    56.382400    53.509200    50.834600   -73.804300   -71.670700   -70.622000   -68.926000   -66.654900   -63.900100   -60.490900   -56.362100   -51.564600   -46.073700   -40.066900   -33.741400   -27.359800   -21.238400  -15.651500  -10.816000   -6.919890   -4.027680  -2.080600  -0.924013  -0.344086 -0.018657 -2.368630e-04 -2.692960e-05
   -22.0         X  2.479310e-05  2.417510e-05  2.357270e-05  2.298550e-05  2.241300e-05    119.960000    110.966000   102.983000    95.883400    89.530200    83.811500    78.636800    73.932000    69.635900    65.697700    62.074800    58.731400    55.637000    52.765300    50.094000   -74.210300   -72.044100   -70.979600   -69.258200   -66.953600   -64.159200   -60.702200   -56.517900   -51.659500   -46.104000   -40.034100   -33.652100   -27.226300   -21.077500  -15.482300  -10.656600   -6.784810   -3.925270  -2.012200  -0.884790  -0.325243 -0.016884 -1.976130e-04 -2.141790e-05
   -20.0         X  1.814010e-05  1.766990e-05  1.721190e-05  1.676590e-05  1.633150e-05    119.442000    110.361000   102.308000    95.155200    88.760500    83.010400    77.812400    73.090900    68.783700    64.838900    61.213100    57.869900    54.778300    51.911500    49.246900   -74.559200   -72.360400   -71.280100   -69.533500   -67.195800   -64.362000   -60.858000   -56.619100   -51.701000   -46.082900   -39.952500   -33.517600   -27.052100   -20.881400  -15.283700  -10.474200   -6.632990   -3.811670  -1.937110  -0.842072  -0.304855 -0.014985 -1.557890e-04 -1.555310e-05
   -18.0         X  1.106180e-05  1.074890e-05  1.044470e-05  1.014910e-05  9.861650e-06    118.748000    109.584000   101.467000    94.265000    87.833500    82.056500    76.839800    72.106200    67.792200    63.845100    60.220700    56.881700    53.796700    50.938700    48.284500   -74.843500   -72.612600   -71.516700   -69.745100   -67.374600   -64.502100   -60.951800   -56.659500   -51.683300   -46.004900   -39.817100   -33.333400   -26.833300   -20.646600  -15.053300  -10.267000   -6.463110   -3.686030  -1.854820  -0.795616  -0.282817 -0.012950 -1.112370e-04 -9.313890e-06
   -16.0         X  3.532710e-06  3.387180e-06  3.246650e-06  3.110980e-06  2.980020e-06    117.862000    108.620000   100.443000    93.197600    86.734700    80.936200    75.705900    70.965200    66.649400    62.704700    59.086200    55.756000    52.682100    49.837000    47.197200   -75.055300   -72.792600   -71.681300   -69.885200   -67.482400   -64.571900   -60.976300   -56.632100   -51.599900   -45.863900   -39.622400   -33.094600   -26.565700   -20.369800  -14.788300  -10.032900   -6.273730   -3.547440  -1.764810  -0.745158  -0.259019 -0.010773 -6.379010e-05 -2.677900e-06
   -14.0         X -4.474640e-06 -4.442070e-06 -4.408460e-06 -4.373870e-06 -4.338390e-06    116.762000    107.449000    99.219900    91.936500    85.448300    79.634200    74.396200    69.654000    65.341900    61.404900    57.797500    54.481000    51.422900    48.595300    45.974400   -75.185500   -72.891500   -71.765100   -69.944900   -67.510700   -64.563100   -60.923600   -56.529200   -51.443500   -45.653300   -39.362300   -32.795800   -26.244700   -20.047100  -14.485600   -9.769620   -6.063280   -3.394890  -1.666510  -0.690415  -0.233340 -0.008442 -1.327120e-05  4.379010e-06
   -12.0         X -1.298960e-05 -1.276750e-05 -1.254860e-05 -1.233290e-05 -1.212030e-05    115.430000    106.052000    97.777400    90.463500    83.956800    78.133900    72.894600    68.157400    63.855000    59.931700    56.341000    53.043800    50.006800    47.201900    44.604800   -75.223900   -72.899400   -71.758200   -69.914600   -67.449800   -64.466400   -60.784600   -56.342400   -51.206100   -45.365400   -39.030000   -32.431000   -25.865000   -19.674300  -14.141900   -9.474720   -5.830080   -3.227310  -1.559310  -0.631083  -0.205650 -0.005950  4.050990e-05  1.188260e-05
   -10.0         X -2.204350e-05 -2.161980e-05 -2.120380e-05 -2.079550e-05 -2.039450e-05    113.841000    104.407000    96.094800    88.758500    82.241200    76.417000    71.183800    66.458500    62.172700    58.269700    54.702100    51.430200    48.420300    45.643700    43.075800   -75.159000   -72.805000   -71.649600   -69.783400   -67.289200   -64.271500   -60.549400   -56.061900   -50.878500   -44.992100   -38.618000   -31.993500   -25.421100   -19.246700  -13.753700   -9.145520   -5.572270   -3.043530  -1.442550  -0.566830  -0.175811 -0.003285  9.775720e-05  1.986050e-05
    -8.0         X -3.167010e-05 -3.103200e-05 -3.040640e-05 -2.979300e-05 -2.919170e-05    111.970000    102.489000    94.148800    86.799200    80.280100    74.463200    69.244400    64.539000    60.277400    56.402000    52.864500    49.624700    46.648300    43.906300    41.373700   -74.978100   -72.595700   -71.426700   -69.538900   -67.016700   -63.966500   -60.206600   -55.677200   -50.450800   -44.523900   -38.117900   -31.476000   -24.906800   -18.759200  -13.316800   -8.779070   -5.287830   -2.842270  -1.315500  -0.497301  -0.143672 -0.000435  1.586900e-04  2.834240e-05
    -6.0         X -4.190570e-05 -4.103950e-05 -4.019090e-05 -3.935950e-05 -3.854500e-05    109.787000    100.271000    91.913600    84.561100    78.050200    72.250100    67.055000    62.378400    58.149600    54.309900    50.810400    47.610200    44.674600    41.974000    39.483300   -74.666600   -72.257400   -71.075500   -69.167400   -66.619000   -63.538500   -59.743800   -55.176200   -49.911800   -43.950600   -37.520300   -30.870400   -24.314900   -18.206300  -12.827000   -8.372150   -4.974550   -2.622150  -1.177370  -0.422108  -0.109071  0.002611  2.235430e-04  3.736020e-05
    -4.0         X -5.278930e-05 -5.168040e-05 -5.059450e-05 -4.953120e-05 -4.849000e-05    107.262000     97.722700    89.360300    82.016700    75.525500    69.753200    64.592000    59.954200    55.767700    51.972900    48.520200    45.367900    42.481000    39.829600    37.388100   -74.208300   -71.774000   -70.580200   -68.653300   -66.080700   -62.972700   -59.146600   -54.545400   -49.248700   -43.260600   -36.814800   -30.167400   -23.638000   -17.581500  -12.279300   -7.921220   -4.630010   -2.381650  -1.027320  -0.340832  -0.071832  0.005866  2.925700e-04  4.694820e-05
    -2.0         X -6.436290e-05 -6.299580e-05 -6.165760e-05 -6.034750e-05 -5.906510e-05    104.357000     94.810300    86.457100    79.135800    72.677100    66.944800    61.829400    57.241600    53.108000    49.368300    45.972000    42.877000    40.047700    37.454000    35.069800   -73.584700   -71.127500   -69.922900   -67.979000   -65.384800   -62.252400   -58.399100   -53.769800   -48.447500   -42.440800   -35.989800   -29.357000   -22.867300   -16.878000  -11.668400   -7.422370   -4.251570   -2.119120  -0.864411  -0.253017  -0.031764  0.009345  3.660440e-04  5.714330e-05
     0.0         X -7.667190e-05 -7.503020e-05 -7.342340e-05 -7.185080e-05 -7.031180e-05    101.034000     91.496100    83.168100    75.884600    69.472900    63.794600    58.738100    54.212800    50.144100    46.470800    43.141900    40.114500    37.352700    34.826000    32.508200   -72.774800   -70.297500   -69.083300   -67.124700   -64.511900   -61.359000   -57.483400   -52.832100   -47.492200   -41.476700   -35.032300   -28.427800   -21.993500   -16.088000  -10.988400   -6.871280   -3.836290   -1.832730  -0.687629  -0.158167   0.011340  0.013064  4.442610e-04  6.798540e-05
     2.0         X -8.976550e-05 -8.783140e-05 -8.593880e-05 -8.408690e-05 -8.227480e-05     97.248000     87.737900    79.453600    72.225300    65.877200    60.268500    55.285800    50.837000    46.846700    43.252600    40.003100    37.054800    34.371500    31.922300    29.680900   -71.755000   -69.260600   -68.038600   -66.067800   -63.440100   -60.271100   -56.379000   -51.713300   -46.364800   -40.351900   -33.927500   -27.367100   -21.005700   -15.203100  -10.232700   -6.263210   -3.380970   -1.520490  -0.495864  -0.055740   0.057706  0.017038  5.275400e-04  7.951780e-05
     4.0         X -1.036970e-04 -1.014520e-04 -9.925480e-05 -9.710560e-05 -9.500270e-05     92.948200     83.488400    75.269000    68.115700    61.849900    56.328500    51.436500    47.080200    43.183200    39.682500    36.525900    33.669700    31.077100    28.717100    26.563100   -70.498200   -67.990700   -66.762600   -64.782700   -62.144300   -58.964600   -55.062900   -50.391400   -45.045100   -39.047800   -32.659100   -26.160700   -19.892100   -14.213600   -9.393970   -5.592870   -2.882070   -1.180220  -0.287897   0.054854   0.107578  0.021287  6.162270e-04  9.178720e-05
     6.0         X -1.185240e-04 -1.159470e-04 -1.134260e-04 -1.109610e-04 -1.085480e-04     88.078300     78.694500    70.564000    63.508500    57.346300    51.932300    47.149800    42.903800    39.117100    35.725900    32.677400    29.927600    27.439400    25.181500    23.127300   -68.973800   -66.457500   -65.225600   -63.240500   -60.596400   -57.412200   -53.509000   -48.841900   -43.510100   -37.543700   -31.208400   -24.792400   -18.639400   -13.108800   -8.464040   -4.854410   -2.335650   -0.809495  -0.062392   0.174264   0.161226  0.025830  7.106990e-04  1.048440e-04
     8.0         X -1.343090e-04 -1.313790e-04 -1.285140e-04 -1.257110e-04 -1.229690e-04     82.574400     73.296200    65.282300    58.350400    52.316100    47.032300    42.380600    38.265100    34.607700    31.343900    28.420500    25.793200    23.424600    21.283400    19.342800   -67.146600   -64.626800   -63.393900   -61.407700   -58.763900   -55.582700   -51.687300   -47.036400   -41.733800   -35.815700   -29.554500   -23.244300   -17.232400   -11.876800   -7.433840   -4.041310   -1.737360   -0.405650   0.182124   0.303201   0.218942  0.030688  8.113650e-04  1.187450e-04
    10.0         X -1.511210e-04 -1.478160e-04 -1.445830e-04 -1.414200e-04 -1.383270e-04     76.364500     67.225700    59.360100    52.581400    46.702600    41.574800    37.078200    33.116100    29.609300    26.493100    23.713900    21.227100    18.995200    16.986900    15.175200   -64.976200   -62.459400   -61.228500   -59.246400   -56.609900   -53.440400   -49.563900   -44.943100   -39.686400   -33.837000   -27.673500   -21.495900   -15.654400   -10.504100   -6.293160   -3.146300   -1.082380    0.034269   0.447274   0.442446   0.281050  0.035885  9.186720e-04  1.335480e-04
    12.0         X -1.690350e-04 -1.653290e-04 -1.617040e-04 -1.581590e-04 -1.546920e-04     69.366500     60.406400    52.725500    46.133800    40.441900    35.499500    31.185500    27.402400    24.070500    21.124700    18.511200    16.185100    14.109100    12.251700    10.586100   -62.416600   -59.910100   -58.685000   -56.713100   -54.092200   -50.944500   -47.099800   -42.525400   -37.334200   -31.577000   -25.538500   -19.524000   -13.886100    -8.975460   -5.030560   -2.161250   -0.365321    0.513542   0.734855   0.592860   0.347902  0.041447  1.033110e-03  1.493210e-04
    14.0         X -1.881330e-04 -1.839990e-04 -1.799570e-04 -1.760030e-04 -1.721370e-04     61.487200     52.750900    45.296700    38.930600    33.461700    28.738100    24.637900    21.063000    17.933400    15.183700    12.760000    10.617500     8.718860     7.032720     5.532500   -59.414400   -56.927200   -55.712100   -53.757600   -51.161900   -48.048100   -44.250500   -39.741300   -34.638400   -29.000700   -23.118500   -17.302400   -11.905900    -7.273870   -3.633170   -1.077040    0.419845    1.035820   1.046860   0.755396   0.419890  0.047402  1.155210e-03  1.661360e-04
    16.0         X -2.085050e-04 -2.039160e-04 -1.994270e-04 -1.950380e-04 -1.907450e-04     52.620200     44.159800    36.980400    30.884500    25.679700    21.213100    17.362300    14.028700    11.132400     8.607840     6.401230     4.468000     2.770960     1.278960    -0.034313   -55.908100   -53.450600   -52.250800   -50.322200   -47.763200   -44.697200   -40.964500   -36.542800   -31.554700   -26.068100   -20.378600   -14.801100    -9.689100    -5.379890   -2.086460    0.116580    1.279860    1.605170   1.385500   0.931111   0.497445  0.053782  1.285560e-03  1.840710e-04
    18.0         X -2.302510e-04 -2.251750e-04 -2.202100e-04 -2.153560e-04 -2.106080e-04     42.643300     34.519500    27.670600    21.896000    17.002300    12.836300     9.275410     6.220970     3.593110     1.326650    -0.631940    -2.326910    -3.795050    -5.067180    -6.169200   -51.826700   -49.411000   -48.232700   -46.339800   -43.831000   -40.829600   -37.182600   -32.874100   -28.031900   -22.733200   -17.278300   -11.985700    -7.207740    -3.271500   -0.373957    1.431190    2.222290    2.226160   1.753260   1.121180   0.581046  0.060621  1.424820e-03  2.032140e-04
    20.0         X -2.534810e-04 -2.478840e-04 -2.424110e-04 -2.370590e-04 -2.318260e-04     31.416400     23.699300    17.245200    11.850800     7.322550     3.507200     0.282466    -2.449840    -4.769130    -6.740070    -8.415610    -9.839440   -11.047800   -12.071000   -12.934400   -47.087100   -44.728000   -43.578300   -41.733000   -39.290200   -36.372800   -32.836200   -28.671300   -24.011200   -18.943100   -13.771200    -8.817160    -4.429710    -0.923584    1.523020    2.879880    3.255700    2.903910   2.152880   1.326910   0.671226  0.067957  1.573710e-03  2.236630e-04
    22.0         X -2.783170e-04 -2.721640e-04 -2.661470e-04 -2.602630e-04 -2.545100e-04     18.777900     11.549100     5.564300     0.618097    -3.482380    -6.889650    -9.725120   -12.086100   -14.051100   -15.683900   -17.036500   -18.151900   -19.065500   -19.806900   -20.400700   -41.593000   -39.307700   -38.195100   -36.411200   -34.053200   -31.242900   -27.845400   -23.859800   -19.424100   -14.636400    -9.804100    -5.250130    -1.318190     1.692570    3.625760    4.477520    4.389750    3.644200   2.587500   1.549770   0.768579  0.075833  1.733010e-03  2.455240e-04
    24.0         X -3.048950e-04 -2.981460e-04 -2.915460e-04 -2.850930e-04 -2.787840e-04      4.540500     -2.105010    -7.533940   -11.953100   -15.553800   -18.486800   -20.872100   -22.805300   -24.363700   -25.609600   -26.594000   -27.358500   -27.937600   -28.359800   -28.648800   -35.231200   -33.040100   -31.974900   -30.268700   -28.017700   -25.341600   -22.117400   -18.352900   -14.191200    -9.742170    -5.314920    -1.232470     2.169170     4.609900    5.958650    6.241060    5.635410    4.453560   3.060590   1.791400   0.873772  0.084296  1.903620e-03  2.689170e-04
    26.0         X -3.333680e-04 -3.259800e-04 -3.187560e-04 -3.116930e-04 -3.047870e-04    -11.513600    -17.464700   -22.236900   -26.037700   -29.055100   -31.437500   -33.302300   -34.742900   -35.834600   -36.637900   -37.202100   -37.567300   -37.766500   -37.827000   -37.771400   -27.868900   -25.796300   -24.790300   -23.181500   -21.063800   -18.554000   -15.543100   -12.049200    -8.219730    -4.177540    -0.231793     3.296300     6.081350     7.866390    8.549650    8.189880    7.005200    5.339400   3.576120   2.053660   0.987554  0.093399  2.086540e-03  2.939750e-04
    28.0         X -3.639050e-04 -3.558320e-04 -3.479390e-04 -3.402210e-04 -3.326750e-04    -29.638600    -34.765000   -38.762900   -41.838600   -44.176000   -45.919300   -47.182300   -48.055600   -48.611600   -48.908200   -48.992600   -48.903000   -48.670500   -48.320900   -47.875100   -19.349200   -17.424100   -16.491600   -15.003300   -13.050000   -10.744600    -7.994740    -4.829500    -1.401070     2.154350     5.529240     8.406580    10.475200    11.505900   11.431000   10.346300    8.513430    6.310170   4.138600   2.338660   1.110770  0.103204  2.282880e-03  3.208500e-04
