    -6.0         Z -1.477640e-03 -1.444610e-03 -1.412330e-03 -1.380770e-03 -1.349920e-03   -874.745000   -825.677000  -781.170000  -740.751000  -703.831000  -669.930000  -638.658000  -609.692000  -582.763000  -557.645000  -534.148000  -512.109000  -491.390000  -471.868000  -453.440000   447.729000   437.242000   432.070000   423.678000   412.390000   398.611000   381.419000   360.371000   335.560000   306.624000   274.188000   238.950000   201.983000   164.784000  128.826000   95.508500   66.418200   42.682300  24.809200  12.675100   5.549670  0.456682  9.422290e-03  1.301220e-03
    -4.0         Z -1.513470e-03 -1.479640e-03 -1.446570e-03 -1.414250e-03 -1.382640e-03   -905.446000   -854.418000  -808.152000  -766.153000  -727.803000  -692.602000  -660.142000  -630.084000  -602.149000  -576.100000  -551.739000  -528.896000  -507.425000  -487.200000  -468.112000   464.760000   453.827000   448.436000   439.690000   427.925000   413.567000   395.656000   373.732000   347.898000   317.781000   284.038000   247.403000   209.001000   170.392000  133.109000   98.602300   68.508700   43.984500  25.541400  13.036500   5.702550  0.468460  9.653740e-03  1.332750e-03
    -2.0         Z -1.550530e-03 -1.515870e-03 -1.481980e-03 -1.448860e-03 -1.416480e-03   -937.670000   -884.571000  -836.448000  -792.780000  -752.922000  -716.351000  -682.639000  -651.432000  -622.438000  -595.410000  -570.139000  -546.450000  -524.189000  -503.225000  -483.444000   482.708000   471.303000   465.679000   456.557000   444.287000   429.315000   410.642000   387.792000   360.874000   329.507000   294.383000   256.275000   216.359000   176.266000  137.590000  101.835000   70.689800   45.341200  26.303200  13.411900   5.861220  0.480657  9.893140e-03  1.365350e-03
     0.0         Z -1.588860e-03 -1.553340e-03 -1.518610e-03 -1.484660e-03 -1.451480e-03   -971.521000   -916.231000  -866.144000  -820.714000  -779.264000  -741.247000  -706.214000  -673.796000  -643.686000  -615.626000  -589.399000  -564.819000  -541.727000  -519.987000  -499.478000   501.639000   489.733000   483.862000   474.341000   461.536000   445.913000   426.432000   402.599000   374.533000   341.844000   305.259000   265.592000   224.080000   182.423000  142.281000  105.214000   72.966800   46.755600  27.096200  13.802200   6.025960  0.493296  1.014090e-02  1.399070e-03
     2.0         Z -1.628530e-03 -1.592110e-03 -1.556520e-03 -1.521720e-03 -1.487700e-03  -1007.110000   -949.501000  -897.337000  -850.043000  -806.910000  -767.365000  -730.938000  -697.242000  -665.955000  -636.808000  -609.573000  -584.055000  -560.089000  -537.531000  -516.256000   521.626000   509.188000   503.056000   493.110000   479.736000   463.422000   443.083000   418.207000   388.925000   354.834000   316.702000   275.387000   232.188000   188.880000  147.195000  108.749000   75.345500   48.231000  27.922200  14.208200   6.197100  0.506398  1.039730e-02  1.433970e-03
     4.0         Z -1.669610e-03 -1.632270e-03 -1.595760e-03 -1.560080e-03 -1.525200e-03  -1044.560000   -984.494000  -930.129000  -880.861000  -835.948000  -794.788000  -756.888000  -721.842000  -689.313000  -659.019000  -630.720000  -604.215000  -579.327000  -555.908000  -533.827000   542.751000   529.746000   523.335000   512.938000   498.960000   481.911000   460.660000   434.677000   404.102000   368.523000   328.751000   285.692000   240.708000   195.659000  152.346000  112.449000   77.832100   49.771000  28.783100  14.630800   6.374980  0.519986  1.066290e-02  1.470100e-03
     6.0         Z -1.712160e-03 -1.673860e-03 -1.636420e-03 -1.599820e-03 -1.564050e-03  -1084.020000  -1021.330000  -964.633000  -913.274000  -866.476000  -823.606000  -784.147000  -747.674000  -713.833000  -682.328000  -652.907000  -625.359000  -599.500000  -575.173000  -552.242000   565.101000   551.493000   544.785000   533.908000   519.285000   501.454000   479.233000   452.072000   420.124000   382.965000   341.452000   296.544000   249.671000   202.780000  157.751000  116.326000   80.433100   51.379400  29.680900  15.070700   6.559960  0.534085  1.093820e-02  1.507530e-03
     8.0         Z -1.756250e-03 -1.716960e-03 -1.678560e-03 -1.641010e-03 -1.604310e-03  -1125.610000  -1060.150000 -1000.970000  -947.396000  -898.599000  -853.917000  -812.808000  -774.825000  -739.596000  -706.809000  -676.203000  -647.553000  -620.669000  -595.384000  -571.557000   588.773000   574.522000   567.497000   556.108000   540.799000   522.134000   498.880000   470.464000   437.054000   398.214000   354.853000   307.982000   259.107000   210.268000  163.426000  120.391000   83.156000   53.060500  30.617600  15.529200   6.752430  0.548723  1.122360e-02  1.546320e-03
    10.0         Z -1.801990e-03 -1.761670e-03 -1.722250e-03 -1.683720e-03 -1.646060e-03  -1169.510000  -1101.100000 -1039.290000  -983.352000  -932.432000  -885.828000  -842.970000  -803.387000  -766.688000  -732.546000  -700.685000  -670.871000  -642.903000  -616.607000  -591.833000   613.875000   598.936000   591.574000   579.637000   563.595000   544.041000   519.684000   489.931000   454.962000   414.334000   369.005000   320.049000   269.051000   218.149000  169.390000  124.657000   86.008600   54.818700  31.595800  16.007100   6.952820  0.563929  1.151960e-02  1.586540e-03
    12.0         Z -1.849430e-03 -1.808050e-03 -1.767590e-03 -1.728040e-03 -1.689380e-03  -1215.900000  -1144.340000 -1079.720000 -1021.280000  -968.103000  -919.458000  -874.742000  -833.462000  -795.204000  -759.626000  -726.437000  -695.391000  -666.276000  -638.910000  -613.136000   640.524000   624.850000   617.126000   604.605000   587.780000   567.275000   541.740000   510.559000   473.928000   431.391000   383.968000   332.794000   279.541000   226.450000  175.663000  129.136000   88.999400   56.659000  32.618000  16.505700   7.161590  0.579734  1.182690e-02  1.628280e-03
    14.0         Z -1.898700e-03 -1.856200e-03 -1.814660e-03 -1.774050e-03 -1.734360e-03  -1264.960000  -1190.050000 -1122.440000 -1061.330000 -1005.750000  -954.934000  -908.245000  -865.161000  -825.250000  -788.149000  -753.552000  -721.200000  -690.871000  -662.373000  -635.540000   668.852000   652.391000   644.280000   631.133000   613.469000   591.946000   565.152000   532.443000   494.036000   449.463000   399.805000   346.268000   290.617000   235.204000  182.268000  133.845000   92.137800   58.586700  33.686900  17.026300   7.379220  0.596172  1.214600e-02  1.671610e-03
    16.0         Z -1.949870e-03 -1.906220e-03 -1.863560e-03 -1.821850e-03 -1.781080e-03  -1316.930000  -1238.430000 -1167.630000 -1103.660000 -1045.530000  -992.399000  -943.610000  -898.609000  -856.940000  -818.221000  -782.130000  -748.392000  -716.776000  -687.078000  -659.124000   699.005000   681.698000   673.172000   659.354000   640.791000   618.177000   590.033000   555.690000   515.381000   468.630000   416.587000   360.531000   302.325000   244.444000  189.229000  138.799000   95.434000   60.607700  34.805400  17.570100   7.606270  0.613280  1.247760e-02  1.716620e-03
    18.0         Z -2.003070e-03 -1.958230e-03 -1.914390e-03 -1.871540e-03 -1.829650e-03  -1372.030000  -1289.700000 -1215.480000 -1148.470000 -1087.600000 -1032.010000  -980.982000  -933.940000  -890.401000  -849.961000  -812.281000  -777.073000  -744.089000  -713.118000  -683.975000   731.143000   712.929000   703.957000   689.417000   669.889000   646.105000   616.512000   580.415000   538.069000   488.987000   434.392000   375.644000   314.715000   254.208000  196.573000  144.016000   98.899100   62.728300  35.977000  18.138800   7.843300  0.631097  1.282250e-02  1.763410e-03
    20.0         Z -2.058420e-03 -2.012330e-03 -1.967270e-03 -1.923230e-03 -1.880180e-03  -1430.530000  -1344.090000 -1266.210000 -1195.950000 -1132.160000 -1073.940000 -1020.520000  -971.304000  -925.772000  -883.500000  -844.130000  -807.356000  -772.919000  -740.595000  -710.190000   765.447000   746.257000   736.805000   721.489000   700.922000   675.879000   644.730000   606.749000   562.217000   510.634000   453.306000   391.680000   327.844000   264.537000  204.329000  149.517000  102.545000   64.955500  37.205200  18.733800   8.090950  0.649666  1.318140e-02  1.812090e-03
    22.0         Z -2.116040e-03 -2.068650e-03 -2.022320e-03 -1.977040e-03 -1.932780e-03  -1492.730000  -1401.870000 -1320.080000 -1246.330000 -1179.420000 -1118.380000 -1062.410000 -1010.870000  -963.207000  -918.981000  -877.809000  -839.369000  -803.385000  -769.622000  -737.874000   802.120000   781.876000   771.907000   755.755000   734.069000   707.670000   674.845000   634.837000   587.954000   533.685000   473.424000   408.716000   341.771000   275.477000  212.529000  155.322000  106.386000   67.296900  38.493800  19.357000   8.349910  0.669034  1.355510e-02  1.862760e-03
    24.0         Z -2.176080e-03 -2.127330e-03 -2.079680e-03 -2.033110e-03 -1.987580e-03  -1558.960000  -1463.350000 -1377.350000 -1299.850000 -1229.590000 -1165.540000 -1106.840000 -1052.810000 -1002.880000  -956.564000  -913.469000  -873.251000  -835.619000  -800.323000  -767.145000   841.386000   820.005000   809.477000   792.423000   769.529000   741.667000   707.033000   664.841000   615.425000   558.267000   494.856000   426.839000   356.565000   287.079000  221.211000  161.456000  110.436000   69.760900  39.847100  20.010300   8.620940  0.689252  1.394470e-02  1.915560e-03
    26.0         Z -2.238680e-03 -2.188530e-03 -2.139500e-03 -2.091580e-03 -2.044740e-03  -1629.580000  -1528.860000 -1438.330000 -1356.810000 -1282.950000 -1215.650000 -1154.030000 -1097.340000 -1044.970000  -996.426000  -951.276000  -909.159000  -869.767000  -832.835000  -798.133000   883.501000   860.889000   849.757000   831.725000   807.525000   778.081000   741.494000   696.943000   644.795000   584.522000   517.718000   446.146000   372.301000   299.400000  230.413000  167.945000  114.712000   72.356700  41.270000  20.695800   8.904850  0.710377  1.435110e-02  1.970610e-03
    28.0         Z -2.304030e-03 -2.252400e-03 -2.201930e-03 -2.152600e-03 -2.104390e-03  -1705.020000  -1598.780000 -1503.360000 -1417.500000 -1339.770000 -1269.000000 -1204.220000 -1144.670000 -1089.700000 -1038.760000  -991.414000  -947.266000  -905.992000  -867.311000  -830.981000   928.751000   904.804000   893.016000   873.926000   848.310000   817.152000   778.451000   731.346000   676.244000   612.607000   542.146000   466.747000   389.065000   312.502000  240.179000  174.818000  119.231000   75.094500  42.767500  21.415900   9.202560  0.732469  1.477550e-02  2.028080e-03
    30.0         Z -2.372300e-03 -2.319130e-03 -2.267160e-03 -2.216360e-03 -2.166710e-03  -1785.730000  -1673.520000 -1572.820000 -1482.290000 -1400.380000 -1325.860000 -1257.700000 -1195.080000 -1137.300000 -1083.800000 -1034.090000  -987.763000  -944.474000  -903.922000  -865.851000   977.460000   952.061000   939.561000   919.321000   892.168000   859.150000   818.153000   768.281000   709.979000   642.703000   568.289000   488.762000   406.950000   326.454000  250.560000  182.108000  124.014000   77.985600  44.345300  22.173000   9.515070  0.755596  1.521900e-02  2.088110e-03
    32.0         Z -2.443700e-03 -2.388920e-03 -2.335380e-03 -2.283050e-03 -2.231890e-03  -1872.240000  -1753.560000 -1647.140000 -1551.550000 -1465.140000 -1386.570000 -1314.760000 -1248.830000 -1188.040000 -1131.780000 -1079.530000 -1030.870000  -985.416000  -942.858000  -902.920000  1029.990000  1003.020000   989.740000   968.247000   939.421000   904.379000   860.887000   808.007000   746.232000   675.009000   596.316000   512.328000   426.062000   341.336000  261.610000  189.851000  129.083000   81.042500  46.009900  22.970100   9.843480  0.779833  1.568310e-02  2.150900e-03
    34.0         Z -2.518460e-03 -2.462000e-03 -2.406810e-03 -2.352860e-03 -2.300130e-03  -1965.150000  -1839.440000 -1726.820000 -1625.740000 -1534.450000 -1451.500000 -1375.760000 -1306.250000 -1242.210000 -1182.970000 -1128.000000 -1076.820000 -1029.040000  -984.332000  -942.391000  1086.770000  1058.070000  1043.950000  1021.090000   990.435000   953.186000   906.975000   850.819000   785.264000   709.753000   626.418000   537.598000   446.521000   357.235000  273.390000  198.087000  134.463000   84.279100  47.768300  23.810400  10.189000  0.805261  1.616920e-02  2.216640e-03
    36.0         Z -2.596830e-03 -2.538600e-03 -2.481680e-03 -2.426050e-03 -2.371670e-03  -2065.120000  -1931.750000 -1812.390000 -1705.360000 -1608.770000 -1521.090000 -1441.070000 -1367.700000 -1300.150000 -1237.700000 -1179.780000 -1125.890000 -1075.610000 -1028.580000  -984.488000  1148.270000  1117.680000  1102.630000  1078.270000  1045.630000  1005.970000   956.783000   897.052000   827.376000   747.194000   658.810000   564.748000   468.460000   374.251000  285.971000  206.863000  140.181000   87.710900  49.628300  24.697200  10.553000  0.831972  1.667890e-02  2.285550e-03
    38.0         Z -2.679090e-03 -2.619000e-03 -2.560270e-03 -2.502870e-03 -2.446750e-03  -2172.930000  -2031.200000 -1904.480000 -1790.970000 -1688.620000 -1595.790000 -1511.140000 -1433.590000 -1362.230000 -1296.310000 -1235.210000 -1178.390000 -1125.410000 -1075.880000 -1029.460000  1215.040000  1182.370000  1166.310000  1140.310000  1105.470000  1063.170000  1010.730000   947.088000   872.906000   787.625000   693.738000   593.973000   492.031000   392.495000  299.429000  216.230000  146.268000   91.355500  51.598700  25.634500  10.937000  0.860067  1.721410e-02  2.357870e-03
    40.0         Z -2.765550e-03 -2.703510e-03 -2.642870e-03 -2.583600e-03 -2.525670e-03  -2289.440000  -2138.570000 -2003.820000 -1883.220000 -1774.590000 -1676.160000 -1586.470000 -1504.370000 -1428.880000 -1359.200000 -1294.650000 -1234.670000 -1178.770000 -1126.530000 -1077.610000  1287.690000  1252.750000  1235.560000  1207.770000  1170.520000  1125.310000  1069.300000  1001.360000   922.242000   831.380000   731.481000   625.498000   517.407000   412.093000  313.853000  226.244000  152.761000   95.232200  53.689400  26.626700  11.342700  0.889659  1.777690e-02  2.433890e-03
    42.0         Z -2.856550e-03 -2.792460e-03 -2.729820e-03 -2.668590e-03 -2.608740e-03  -2415.670000  -2254.760000 -2111.200000 -1982.860000 -1867.360000 -1762.810000 -1667.630000 -1580.580000 -1500.600000 -1426.820000 -1358.530000 -1295.110000 -1236.040000 -1180.880000 -1129.240000  1366.960000  1329.500000  1311.080000  1281.300000  1241.400000  1192.990000  1133.040000  1060.380000   975.831000   878.843000   772.358000   659.578000   544.784000   433.189000  329.343000  236.971000  159.697000   99.363100  55.911300  27.678700  11.771900  0.920875  1.836960e-02  2.513900e-03
    44.0         Z -2.952490e-03 -2.886240e-03 -2.821480e-03 -2.758180e-03 -2.696310e-03  -2552.770000  -2380.800000 -2227.560000 -2090.710000 -1967.700000 -1856.440000 -1755.270000 -1662.800000 -1577.920000 -1499.690000 -1427.320000 -1360.170000 -1297.650000 -1239.310000 -1184.730000  1453.680000  1413.430000  1393.650000  1361.660000  1318.830000  1266.880000  1202.590000  1124.710000  1034.180000   930.453000   816.734000   696.505000   574.385000   455.947000  346.012000  248.484000  167.122000  103.773000  58.276900  28.795900  12.226900  0.953857  1.899470e-02  2.598250e-03
    46.0         Z -3.053810e-03 -2.985270e-03 -2.918270e-03 -2.852790e-03 -2.788780e-03  -2702.050000  -2517.890000 -2353.970000 -2207.770000 -2076.480000 -1957.870000 -1850.120000 -1751.730000 -1661.490000 -1578.390000 -1501.580000 -1430.340000 -1364.080000 -1302.290000 -1244.500000  1548.820000  1505.470000  1484.180000  1449.750000  1403.660000  1347.790000  1278.680000  1195.030000  1097.890000   986.717000   865.028000   736.614000   606.466000   480.552000  363.989000  260.868000  175.086000  108.490000  60.800200  29.984700  12.709900  0.988764  1.965500e-02  2.687320e-03
    48.0         Z -3.160990e-03 -3.090030e-03 -3.020670e-03 -2.952880e-03 -2.886610e-03  -2865.060000  -2667.380000 -2491.660000 -2335.120000 -2194.730000 -2068.020000 -1953.030000 -1848.140000 -1752.030000 -1663.590000 -1581.910000 -1506.230000 -1435.870000 -1370.300000 -1309.030000  1653.490000  1606.690000  1583.710000  1546.560000  1496.850000  1436.620000  1362.160000  1272.100000  1167.620000  1048.220000   917.723000   780.289000   641.319000   507.217000  383.420000  274.218000  183.647000  113.545000  63.497100  31.251800  13.223600  1.025770  2.035390e-02  2.781550e-03
    50.0         Z -3.274600e-03 -3.201070e-03 -3.129200e-03 -3.058960e-03 -2.990300e-03  -3043.560000  -2830.860000 -2642.050000 -2474.070000 -2323.600000 -2187.960000 -2064.990000 -1952.940000 -1850.360000 -1756.070000 -1669.050000 -1588.480000 -1513.640000 -1443.940000 -1378.850000  1768.990000  1718.350000  1693.480000  1653.290000  1599.540000  1534.430000  1454.000000  1356.820000  1244.180000  1115.630000   975.374000   827.970000   679.279000   536.186000  404.473000  288.640000  192.869000  118.975000  66.385300  32.605400  13.771200  1.065090  2.109500e-02  2.881420e-03
    52.0         Z -3.395240e-03 -3.318980e-03 -3.244450e-03 -3.171610e-03 -3.100400e-03  -3239.590000  -3010.150000 -2806.770000 -2626.080000 -2464.430000 -2318.890000 -2187.100000 -2067.140000 -1957.440000 -1856.680000 -1763.790000 -1677.850000 -1598.090000 -1523.860000 -1454.590000  1896.850000  1841.880000  1814.900000  1771.310000  1713.020000  1642.470000  1555.360000  1450.200000  1328.460000  1189.720000  1038.620000   880.163000   720.729000   567.735000  427.338000  304.259000  202.827000  124.820000  69.485100  34.054100  14.355900  1.106940  2.188230e-02  2.987470e-03
    54.0         Z -3.523600e-03 -3.444450e-03 -3.367080e-03 -3.291470e-03 -3.217560e-03  -3455.500000  -3207.330000 -2987.690000 -2792.830000 -2618.740000 -2462.200000 -2320.630000 -2191.920000 -2074.330000 -1966.440000 -1867.070000 -1775.210000 -1690.030000 -1610.820000 -1536.950000  2038.800000  1978.970000  1949.610000  1902.190000  1838.820000  1762.140000  1667.540000  1553.440000  1421.510000  1271.380000  1108.190000   937.444000   766.106000   602.179000  452.230000  321.213000  213.602000  131.126000  72.818900  35.607800  14.981600  1.151570  2.272040e-02  3.100300e-03
    56.0         Z -3.660440e-03 -3.578200e-03 -3.497810e-03 -3.419240e-03 -3.342450e-03  -3693.940000  -3424.780000 -3186.920000 -2976.220000 -2788.260000 -2619.470000 -2467.020000 -2328.580000 -2202.240000 -2086.450000 -1979.910000 -1881.520000 -1790.350000 -1705.640000 -1626.710000  2196.850000  2131.540000  2099.500000  2047.760000  1978.640000  1895.070000  1792.040000  1667.890000  1524.510000  1361.620000  1184.910000  1000.470000   815.902000   639.872000  479.392000  339.657000  225.288000  137.942000  76.411800  37.277600  15.652500  1.199260  2.361430e-02  3.220590e-03
    58.0         Z -3.806570e-03 -3.721030e-03 -3.637410e-03 -3.555690e-03 -3.475810e-03  -3957.920000  -3665.130000 -3406.830000 -3178.390000 -2974.900000 -2792.440000 -2627.850000 -2478.580000 -2342.520000 -2217.960000 -2103.460000 -1997.830000 -1900.050000 -1809.260000 -1724.740000  2373.260000  2301.740000  2266.670000  2210.050000  2134.440000  2043.080000  1930.530000  1795.050000  1638.800000  1461.570000  1269.710000  1069.960000   870.661000   681.205000  509.087000  359.759000  237.984000  145.325000  80.290600  39.075100  16.372900  1.250300  2.456920e-02  3.349030e-03
    60.0         Z -3.962790e-03 -3.873710e-03 -3.786650e-03 -3.701550e-03 -3.618380e-03  -4250.630000  -3931.230000 -3649.940000 -3401.590000 -3180.700000 -2982.940000 -2804.810000 -2643.460000 -2496.580000 -2362.260000 -2238.930000 -2125.270000 -2020.150000 -1922.650000 -1831.940000  2570.490000  2491.930000  2453.420000  2391.270000  2308.320000  2208.140000  2084.840000  1936.570000  1765.800000  1572.440000  1363.570000  1146.690000   930.961000   726.590000  541.597000  381.698000  251.796000  153.329000  84.482900  41.012200  17.147500  1.304990  2.559050e-02  3.486340e-03
    62.0         Z -4.129800e-03 -4.036950e-03 -3.946190e-03 -3.857490e-03 -3.770790e-03  -4575.260000  -4225.880000 -3918.750000 -3648.040000 -3407.670000 -3192.790000 -2999.520000 -2824.710000 -2665.780000 -2520.620000 -2387.480000 -2264.900000 -2151.660000 -2046.720000 -1949.180000  2791.000000  2704.470000  2662.060000  2593.650000  2502.390000  2392.230000  2256.780000  2094.070000  1906.930000  1695.420000  1467.470000  1231.410000   997.365000   776.425000  577.186000  405.641000  266.821000  162.009000  89.013700  43.099700  17.980200  1.363590  2.668290e-02  3.633130e-03
    64.0         Z -4.307960e-03 -4.211080e-03 -4.116380e-03 -4.023830e-03 -3.933380e-03  -4934.320000  -4551.280000 -4215.180000 -3919.450000 -3657.310000 -3423.360000 -3213.240000 -3023.450000 -2851.140000 -2693.960000 -2549.960000 -2417.530000 -2295.310000 -2182.150000 -2077.080000  3036.800000  2941.270000  2894.460000  2818.980000  2718.340000  2596.950000  2447.810000  2268.850000  2063.330000  1831.470000  1582.160000  1324.720000  1070.300000   831.006000  616.051000  431.707000  283.126000  171.396000  93.898700  45.343700  18.873200  1.426230  2.784860e-02  3.789710e-03
    66.0         Z -4.496750e-03 -4.395600e-03 -4.296740e-03 -4.200110e-03 -4.105670e-03  -5328.210000  -4907.730000 -4539.450000 -4215.990000 -3929.760000 -3674.710000 -3446.000000 -3239.710000 -3052.670000 -2882.260000 -2726.340000 -2583.100000 -2451.030000 -2328.880000 -2215.570000  3308.400000  3202.790000  3151.070000  3067.700000  2956.580000  2822.650000  2658.230000  2461.170000  2235.190000  1980.730000  1707.750000  1426.650000  1149.790000   890.334000  658.178000  459.877000  300.693000  181.477000  99.128000  47.739100  19.824300  1.492740  2.908440e-02  3.955630e-03
    68.0         Z -4.693680e-03 -4.588080e-03 -4.484860e-03 -4.383980e-03 -4.285380e-03  -5751.890000  -5290.680000 -4887.440000 -4533.900000 -4221.560000 -3943.670000 -3694.860000 -3470.750000 -3267.820000 -3083.160000 -2914.390000 -2759.520000 -2616.880000 -2485.070000 -2362.900000  3602.270000  3485.660000  3428.580000  3336.580000  3214.040000  3066.420000  2885.360000  2668.580000  2420.340000  2141.310000  1842.650000  1535.950000  1234.840000   953.672000  703.043000  489.799000  319.298000  192.122000 104.632000  50.253500  20.820600  1.562230  3.037380e-02  4.128700e-03
    70.0         Z -4.891730e-03 -4.781640e-03 -4.674050e-03 -4.568890e-03 -4.466100e-03  -6187.350000  -5684.040000 -5244.700000 -4860.100000 -4520.820000 -4219.390000 -3949.850000 -3707.390000 -3488.090000 -3288.760000 -3106.770000 -2939.940000 -2786.420000 -2644.680000 -2513.420000  3905.300000  3777.310000  3714.670000  3613.750000  3479.380000  3317.610000  3119.320000  2882.150000  2610.900000  2306.480000  1981.310000  1648.200000  1322.090000  1018.560000  748.932000  520.343000  338.243000  202.931000 110.206000  52.793700  21.825200  1.632160  3.167060e-02  4.302750e-03
    72.0         Z -5.073900e-03 -4.959690e-03 -4.848070e-03 -4.738970e-03 -4.632350e-03  -6586.920000  -6045.400000 -5573.240000 -5160.340000 -4796.490000 -4473.550000 -4185.050000 -3925.760000 -3691.450000 -3478.650000 -3284.510000 -3106.660000 -2943.130000 -2792.240000 -2652.590000  4182.190000  4043.920000  3976.270000  3867.290000  3722.220000  3547.640000  3333.750000  3078.100000  2785.940000  2458.440000  2109.080000  1751.810000  1402.750000  1078.630000  791.438000  548.629000  355.768000  212.910000 115.342000  55.129800  22.748300  1.696420  3.286330e-02  4.462850e-03
    74.0         Z -5.202080e-03 -5.084980e-03 -4.970520e-03 -4.858660e-03 -4.749330e-03  -6838.540000  -6275.230000 -5784.050000 -5354.540000 -4976.040000 -4640.130000 -4340.060000 -4070.390000 -3826.730000 -3605.460000 -3403.610000 -3218.730000 -3048.750000 -2891.940000 -2746.830000  4349.430000  4205.540000  4135.140000  4021.730000  3870.760000  3689.070000  3466.460000  3200.360000  2896.260000  2555.330000  2191.640000  1819.710000  1456.380000  1119.080000  820.365000  568.019000  367.828000  219.789000 118.883000  56.742400  23.386900  1.741230  3.370090e-02  4.575520e-03
    76.0         Z -5.200670e-03 -5.083610e-03 -4.969190e-03 -4.857370e-03 -4.748070e-03  -6713.520000  -6170.540000 -5695.790000 -5279.570000 -4911.920000 -4584.900000 -4292.180000 -4028.630000 -3790.080000 -3573.120000 -3374.930000 -3193.160000 -3025.850000 -2871.330000 -2728.210000  4235.850000  4098.360000  4031.040000  3922.550000  3778.000000  3603.860000  3390.190000  3134.330000  2841.250000  2511.740000  2159.000000  1796.790000  1441.360000  1109.880000  815.056000  565.101000  366.283000  219.008000 118.520000  56.596100  23.337800  1.739270  3.368610e-02  4.574340e-03
    78.0         Z -4.961340e-03 -4.849710e-03 -4.740600e-03 -4.633970e-03 -4.529740e-03  -5876.480000  -5433.740000 -5042.640000 -4696.460000 -4387.950000 -4111.280000 -3861.760000 -3635.560000 -3429.540000 -3241.090000 -3068.040000 -2908.590000 -2761.180000 -2624.520000 -2497.470000  3590.060000  3481.760000  3428.620000  3342.780000  3228.060000  3089.270000  2918.100000  2711.710000  2473.250000  2202.270000  1908.430000  1602.170000  1296.700000  1007.020000  745.283000  520.291000  339.278000  203.955000 110.915000  53.199200  22.021300  1.651350  3.210610e-02  4.364130e-03
    80.0         Z -4.435310e-03 -4.335610e-03 -4.238170e-03 -4.142930e-03 -4.049840e-03  -4167.610000  -3922.680000 -3697.360000 -3490.570000 -3300.260000 -3124.670000 -2962.260000 -2811.690000 -2671.790000 -2541.530000 -2420.010000 -2306.440000 -2200.110000 -2100.400000 -2006.750000  2292.960000  2241.650000  2216.180000  2174.620000  2118.260000  2048.770000  1961.000000  1851.990000  1721.410000  1566.570000  1390.300000  1196.620000   992.706000   789.050000  596.330000  424.103000  281.127000  171.502000  94.513200  45.866500  19.173400  1.459780  2.863990e-02  3.902060e-03
    82.0         Z -3.733760e-03 -3.649980e-03 -3.568080e-03 -3.488030e-03 -3.409790e-03  -1925.350000  -1936.350000 -1925.940000 -1900.220000 -1863.780000 -1820.000000 -1771.400000 -1719.820000 -1666.610000 -1612.770000 -1559.020000 -1505.890000 -1453.730000 -1402.820000 -1353.320000   601.362000   623.426000   633.600000   649.101000   667.970000   687.870000   707.800000   724.677000   733.803000   729.674000   706.401000   659.765000   589.070000   498.825000  397.574000  295.612000  203.454000  128.200000  72.659300  36.107800  15.385200  1.204740  2.401880e-02  3.285790e-03
    84.0         Z -3.020960e-03 -2.953340e-03 -2.887240e-03 -2.822630e-03 -2.759470e-03    328.131000     63.861900  -138.924000  -293.252000  -410.157000  -498.049000  -563.366000  -611.062000  -644.964000  -668.045000  -682.621000  -690.508000  -693.134000  -691.626000  -686.879000 -1088.040000  -993.774000  -948.506000  -876.807000  -783.792000  -675.710000  -549.418000  -408.023000  -260.441000  -114.814000    14.445200   114.990000   178.283000   202.701000  194.412000  164.178000  124.042000   83.992000  50.388200  26.178700  11.534800  0.945670  1.932390e-02  2.659630e-03
    86.0         Z -2.382560e-03 -2.329420e-03 -2.277470e-03 -2.226690e-03 -2.177040e-03   2299.370000   1819.500000  1434.440000  1125.530000   876.435000   674.606000   510.349000   376.131000   266.068000   175.535000   100.880000    39.198000   -11.830800   -54.070800   -89.028000 -2549.560000 -2394.460000 -2319.590000 -2200.460000 -2044.790000 -1862.060000 -1645.550000 -1398.240000 -1132.470000  -858.415000  -597.590000  -369.202000  -188.585000   -62.891400   11.620300   45.724200   52.465500   44.191000  30.370900  17.268500   8.083230  0.713616  1.511900e-02  2.098840e-03
    88.0         Z -1.833090e-03 -1.792420e-03 -1.752650e-03 -1.713760e-03 -1.675740e-03   3911.870000   3264.460000  2736.570000  2305.550000  1951.250000  1658.090000  1413.990000  1209.510000  1037.250000   891.339000   767.116000   660.852000   569.546000   490.767000   422.535000 -3720.480000 -3519.050000 -3421.600000 -3266.210000 -3062.540000 -2822.450000 -2536.320000 -2206.840000 -1848.740000 -1473.470000 -1107.840000  -776.297000  -499.632000  -289.761000 -145.431000  -56.421700   -9.347500    9.825860  13.105400   9.591830   5.111730  0.513915  1.149990e-02  1.616160e-03
    90.0         Z -1.361320e-03 -1.331350e-03 -1.302030e-03 -1.273370e-03 -1.245330e-03   5172.620000   4406.360000  3775.470000  3255.010000  2822.520000  2460.580000  2155.610000  1896.960000  1676.250000  1486.800000  1323.280000  1181.400000  1057.690000   949.333000   854.014000 -4601.560000 -4368.610000 -4255.750000 -4075.520000 -3838.800000 -3558.950000 -3224.150000 -2836.590000 -2412.320000 -1963.280000 -1519.650000 -1109.510000  -757.749000  -480.336000 -278.636000 -143.630000  -62.309900  -19.656900  -1.707800   3.007490   2.563440  0.342577  8.393100e-03  1.201730e-03
